1,1,2,3,5,7,9,11,12,14,16,17,19,21,23,24,31,28,31,32,33,35,37,39,41,47,44,46,48,49
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,3,4,6,10,16,26,45,67,110,189,290,484,776,1324,2213,3378,5401,8886,14442,23151,36762
